cve_id,title,description,faq,severity,severity_value,cvss_base_score,cvss_temporal_score,cvss_vector,exploit_status,exploit_status_raw,impact_type,affected_products,affected_product_ids,affected_product_count,kb_articles,superceded_by,restart_required,acknowledged_researchers,release_date,patch_tuesday_title,parsed_timestamp
CVE-2025-59250,JDBC Driver for SQL Server Spoofing Vulnerability,,"<p><strong>How could an attacker exploit this vulnerability?</strong></p>
<p>An attacker could exploit the vulnerability by tricking a victim into connecting to a malicious server using techniques like DNS poisoning or phishing. Once connected, the attacker presents a legitimate TLS certificate with a spoofed Common Name (CN) in the Organizational Unit (OU) field. The JDBC driver mistakenly trusts this certificate, allowing the attacker to intercept SQL credentials and perform a machine-in-the-middle attack on encrypted database traffic.</p>
",Important,3,8.1,7.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Spoofing,,,0,Release Notes; Release Notes; Release Notes; Release Notes; Release Notes; Release Notes; Release Notes; Release Notes,,No,"{'Value': '<a href=""https://www.linkedin.com/in/nikita-markevich/"">Nikita Markevich</a>'}",2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.908642
CVE-2025-59254,Microsoft DWM Core Library Elevation of Privilege Vulnerability,,"<p><strong>What privileges could be gained by an attacker who successfully exploited this vulnerability?</strong></p>
<p>An attacker who successfully exploited this vulnerability could gain SYSTEM privileges.</p>
",Important,3,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,exploitation_unlikely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Unlikely,Elevation of Privilege,,,0,5066586; 5066782; 5066791; 5066793; 5066791; 5066835; 5066835; 5066793; 5066780; 5066837; 5066836,5065428; 5065432; 5065429; 5065431; 5065429; 5065426; 5065431; 5065425; 5065430; 5065427,Yes,"{'Value': 'namnp with <a href=""https://x.com/vcslab"">Viettel Cyber Security</a>'}; {'Value': 'namnp with <a href=""https://x.com/vcslab"">Viettel Cyber Security</a>'}",2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.908663
CVE-2025-59255,Windows DWM Core Library Elevation of Privilege Vulnerability,,"<p><strong>What privileges could be gained by an attacker who successfully exploited this vulnerability?</strong></p>
<p>An attacker who successfully exploited this vulnerability could gain SYSTEM privileges.</p>
",Important,3,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,exploitation_unlikely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Unlikely,Elevation of Privilege,,,0,5066586; 5066782; 5066791; 5066793; 5066791; 5066835; 5066835; 5066793; 5066780,5065428; 5065432; 5065429; 5065431; 5065429; 5065426; 5065431; 5065425,Yes,"{'Value': 'namnp with <a href=""https://x.com/vcslab"">Viettel Cyber Security</a>'}",2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.908684
CVE-2025-54957,MITRE CVE-2025-54957: Integer overflow in Dolby Digital Plus audio decoder,,"<p><strong>According to the CVSS metric, user interaction is required (UI:R). What interaction would the user have to do?</strong></p>
<p>An attacker must send the user a malicious file and convince them to open it.</p>
",Important,3,7.0,6.1,CVSS:3.1/AV:L/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Remote Code Execution,,,0,5066586; 5066782; 5066791; 5066793; 5066791; 5066835; 5066835; 5066793; 5066780; 5066837; 5066836,5065428; 5065432; 5065429; 5065431; 5065429; 5065426; 5065431; 5065425; 5065430; 5065427,Yes,{'Value': 'Dolby Laboratories working with the original identifiers Ivan Fratric and Natalie Silvanovich of Google Project Zero'},2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.908704
CVE-2025-59257,Windows Local Session Manager (LSM) Denial of Service Vulnerability,,,Important,3,6.5,5.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Denial of Service,,,0,5066835; 5066835; 5066780,5065426; 5065425,Yes,{'Value': 'Hussein Alrubaye with Microsoft'},2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.908713
CVE-2025-59258,Windows Active Directory Federation Services (ADFS) Information Disclosure Vulnerability,,"<p><strong>What type of information could be disclosed by this vulnerability?</strong></p>
<p>An attacker who successfully exploited this vulnerability could obtain Single Sign-On (SSO) cookies in ADFS logs.</p>
",Important,3,6.2,5.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Information Disclosure,,,0,5066586; 5066782; 5066835; 5066780; 5066836; 5066875; 5066873,5065428; 5065432; 5065426; 5065425; 5065427; 5065509; 5065507,Yes,{'Value': 'Anonymous'}; {'Value': 'Anonymous'},2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.908733
CVE-2025-59259,Windows Local Session Manager (LSM) Denial of Service Vulnerability,,,Important,3,6.5,5.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Denial of Service,,,0,5066586; 5066782; 5066791; 5066793; 5066791; 5066835; 5066835; 5066793; 5066780; 5066837; 5066836; 5066875; 5066873,5065428; 5065432; 5065429; 5065431; 5065429; 5065426; 5065431; 5065425; 5065430; 5065427; 5065509; 5065507,Yes,{'Value': 'Hussein Alrubaye with Microsoft'}; {'Value': 'Hussein Alrubaye with Microsoft'},2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.908756
CVE-2025-59277,Windows Authentication Elevation of Privilege Vulnerability,,"<p><strong>What privileges could be gained by an attacker who successfully exploited the vulnerability?</strong></p>
<p>An attacker who successfully exploited this vulnerability could gain administrator privileges.</p>
",Important,3,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Elevation of Privilege,,,0,5066586; 5066782; 5066791; 5066793; 5066791; 5066835; 5066793; 5066780; 5066837; 5066836; 5066874; 5066877; 5066872; 5066876; 5066875; 5066873,5065428; 5065432; 5065429; 5065431; 5065429; 5065426; 5065431; 5065425; 5065430; 5065427; 5065508; 5065468; 5065509; 5065507,Yes,"{'Value': '<a href=""https://twitter.com/keyz3r0"">k0shl</a> with <a href=""https://www.cyberkl.com/"">Kunlun Lab</a>'}",2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.908782
CVE-2025-59280,Windows SMB Client Tampering Vulnerability,,"<p><strong>According to the CVSS metric, the attack complexity is high (AC:H). What does that mean for this vulnerability?</strong></p>
<p>The attacker must inject themselves into the logical network path between the target and the resource requested by the victim to read or modify network communications. This is called a machine-in-the-middle (MITM) attack.</p>
",Important,3,3.1,2.7,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:L/A:N/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Tampering,,,0,5066586; 5066782; 5066791; 5066793; 5066791; 5066835; 5066793; 5066780; 5066837; 5066836; 5066874; 5066877; 5066872; 5066876; 5066875; 5066873,5065428; 5065432; 5065429; 5065431; 5065429; 5065426; 5065431; 5065425; 5065430; 5065427; 5065508; 5065468; 5065509; 5065507,Yes,{'Value': 'Anonymous'},2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.908807
CVE-2025-47979,Microsoft Failover Cluster Information Disclosure Vulnerability,,"<p><strong>What further actions should I take to protect my environment after applying the fix?</strong></p>
<p>Even after applying the security update, residual sensitive information may still exist in system logs. We strongly recommend that administrator users <strong>change their passwords</strong> to mitigate any potential risk from previously exposed credentials.</p>
",Important,3,5.5,4.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Information Disclosure,,,0,5066835; 5066780,5065426; 5065425,Yes,{'Value': 'Anonymous'},2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.908816
CVE-2025-54132,GitHub CVE-2025-54132: Arbitrary Image Fetch in Mermaid Diagram Tool,,,Important,3,4.4,4.4,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:N/A:N,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Information Disclosure,,,0,Release Notes,,Maybe,,2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.908824
CVE-2025-59281,Xbox Gaming Services Elevation of Privilege Vulnerability,,"<p><strong>What privileges could be gained by an attacker who successfully exploited the vulnerability?</strong></p>
<p>An attacker would be able to delete targeted files on a system.</p>
",Important,3,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Elevation of Privilege,,,0,Store,,Maybe,{'Value': 'Dominic Littlewood'}; {'Value': 'Dominic Littlewood'}; {'Value': 'Dominic Littlewood'},2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.908831
CVE-2025-59282,Internet Information Services (IIS) Inbox COM Objects (Global Memory) Remote Code Execution Vulnerability,,"<p><strong>According to the CVSS metric, the attack vector is local (AV:L). Why does the CVE title indicate that this is a remote code execution?</strong></p>
<p>The word <strong>Remote</strong> in the title refers to the location of the attacker. This type of exploit is sometimes referred to as Arbitrary Code Execution (ACE). The attack itself is carried out locally. This means an attacker or victim needs to execute code from the local machine to exploit the vulnerability.</p>
",Important,3,7.0,6.1,CVSS:3.1/AV:L/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,exploitation_unlikely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Unlikely,Remote Code Execution,,,0,5066586; 5066782; 5066791; 5066793; 5066791; 5066835; 5066793; 5066780; 5066837; 5066836; 5066874; 5066877; 5066872; 5066876; 5066875; 5066873; 5066835,5065428; 5065432; 5065429; 5065431; 5065429; 5065426; 5065431; 5065425; 5065430; 5065427; 5065508; 5065468; 5065509; 5065507,Yes,{'Value': 'Zhiniang Peng with HUST &amp; R4nger with CyberKunLun'},2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.908859
CVE-2025-59284,Windows NTLM Spoofing Vulnerability,,,Important,3,3.3,2.9,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Spoofing,,,0,5066793; 5066835; 5066835; 5066793,5065431; 5065426; 5065431,Yes,{'Value': 'Len Sadowski and Oguz Bektas working with Trend Zero Day initiative'},2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.908870
CVE-2025-11212,Chromium: CVE-2025-11212 Inappropriate implementation in Media,,"<p><strong>What is the version information for this release?</strong></p>
<table>
<thead>
<tr>
<th>Microsoft Edge Version</th>
<th>Date Released</th>
<th>Based on Chromium Version</th>
</tr>
</thead>
<tbody>
<tr>
<td>141.0.3537.57</td>
<td>10/2/2025</td>
<td>141.0.7390.55</td>
</tr>
</tbody>
</table>
",,0,0.0,0.0,,unknown,Unknown,,,,0,Release Notes,,No,,2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.908877
CVE-2025-11211,Chromium: CVE-2025-11211 Out of bounds read in Media,,"<p><strong>What is the version information for this release?</strong></p>
<table>
<thead>
<tr>
<th>Microsoft Edge Version</th>
<th>Date Released</th>
<th>Based on Chromium Version</th>
</tr>
</thead>
<tbody>
<tr>
<td>141.0.3537.57</td>
<td>10/2/2025</td>
<td>141.0.7390.55</td>
</tr>
</tbody>
</table>
",,0,0.0,0.0,,unknown,Unknown,,,,0,Release Notes,,No,,2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.908887
CVE-2025-11209,Chromium: CVE-2025-11209 Inappropriate implementation in Omnibox,,"<p><strong>What is the version information for this release?</strong></p>
<table>
<thead>
<tr>
<th>Microsoft Edge Version</th>
<th>Date Released</th>
<th>Based on Chromium Version</th>
</tr>
</thead>
<tbody>
<tr>
<td>141.0.3537.57</td>
<td>10/2/2025</td>
<td>141.0.7390.55</td>
</tr>
</tbody>
</table>
",,0,0.0,0.0,,unknown,Unknown,,,,0,Release Notes,,No,,2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.908892
CVE-2025-11205,Chromium: CVE-2025-11205 Heap buffer overflow in WebGPU,,"<p><strong>What is the version information for this release?</strong></p>
<table>
<thead>
<tr>
<th>Microsoft Edge Version</th>
<th>Date Released</th>
<th>Based on Chromium Version</th>
</tr>
</thead>
<tbody>
<tr>
<td>141.0.3537.57</td>
<td>10/2/2025</td>
<td>141.0.7390.55</td>
</tr>
</tbody>
</table>
",,0,0.0,0.0,,unknown,Unknown,,,,0,Release Notes,,No,,2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.908897
CVE-2025-59288,Playwright Spoofing Vulnerability,,"<p><strong>According to the CVSS score, the attack vector is adjacent (AV:A). What does this mean for this vulnerability?</strong></p>
<p>This attack is limited to systems connected to the same network segment as the attacker. The attack cannot be performed across multiple networks (for example, a WAN) and would be limited to systems on the same network switch or virtual network.</p>
",Moderate,2,5.3,4.9,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N/E:U/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Spoofing,,,0,Repo,,Maybe,"{'Value': '<a href=""https://www.linkedin.com/in/jonathan-leitschuh/"">Jonathan Leitschuh</a> with <a href=""https://socket.dev/"">Socket</a>'}",2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.908904
CVE-2025-59290,Windows Bluetooth Service Elevation of Privilege Vulnerability,,"<p><strong>What privileges could be gained by an attacker who successfully exploited this vulnerability?</strong></p>
<p>An attacker who successfully exploited this vulnerability could gain SYSTEM privileges.</p>
",Important,3,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Elevation of Privilege,,,0,5065432; 5065306; 5065429; 5065431; 5065426; 5065474; 5065425,5063880; 5063812; 5063709; 5063875; 5063878; 5064010; 5063899,Yes,{'Value': 'Zhiniang Peng with HUST &amp; R4nger with CyberKunLun'},2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.908920
CVE-2025-59291,Confidential Azure Container Instances Elevation of Privilege Vulnerability,,"<p><strong>What actions need to be taken to mitigate this vulnerability?</strong></p>
<p>To ensure secure and compliant use of Confidential virtual nodes on Azure Container Instances, customers must take the following actions:</p>
<h3 id=""update-helm-charts""><strong>1. Update Helm Charts</strong></h3>
<ul>
<li>If you are using Confidential virtual nodes, update to Helm chart version 1.3012.25080101 or later.</li>
<li>Follow the deployment instructions provided in the <a href=""https://github.com/microsoft/virtualnodesOnAzureContainerInstances"">https://github.com/microsoft/virtualnodesOnAzureContainerInstances</a> repository.</li>
</ul>
<h3 id=""regenerate-cce-policy""><strong>2. Regenerate CCE Policy</strong></h3>
<p>If you are using Confidential ACI or Confidential virtual nodes, you must regenerate your Confidential Compute Environment (CCE) policy with a minimum infrastructure fragment SVN of 4.</p>
<p>To do this:</p>
<p><strong>1. Update the Azure CLI confcom extension to version 1.2.8 or later:</strong></p>
<ul>
<li>
<pre><code>  	*az extension update --name confcomShow more lines*
</code></pre>
</li>
</ul>
<p>Alternatively, you can manually set the infrastructure SVN using:</p>
<ul>
<li>
<pre><code>  		*--infrastructure-svn 4*
</code></pre>
</li>
</ul>
<p><strong>2. Regenerate the CCE policy using either an ARM template or YAML file, depending on your deployment method.</strong></p>
<p><strong>3. Update any dependent key release policies, such as those using x-ms-sevsnpvm-hostdata claim checks in a Managed HSM (mHSM) key release policy.</strong></p>
<p><strong>4. Re-deploy your workload to apply the updated policy and configuration.</strong></p>
",Critical,4,8.2,7.1,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Elevation of Privilege,,,0,,,Unknown,{'Value': 'Microsoft Offensive Research &amp; Security Engineering'}; {'Value': 'Microsoft Offensive Research &amp; Security Engineering'},2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.908929
CVE-2025-59292,Azure Compute Gallery Elevation of Privilege Vulnerability,,"<p><strong>What actions need to be taken to mitigate this vulnerability?</strong></p>
<p>To ensure secure and compliant use of Confidential virtual nodes on Azure Container Instances, customers must take the following actions:</p>
<h3 id=""update-helm-charts""><strong>1. Update Helm Charts</strong></h3>
<ul>
<li>If you are using Confidential virtual nodes, update to Helm chart version 1.3012.25080101 or later.</li>
<li>Follow the deployment instructions provided in the <a href=""https://github.com/microsoft/virtualnodesOnAzureContainerInstances"">https://github.com/microsoft/virtualnodesOnAzureContainerInstances</a> repository.</li>
</ul>
<h3 id=""regenerate-cce-policy""><strong>2. Regenerate CCE Policy</strong></h3>
<p>If you are using Confidential ACI or Confidential virtual nodes, you must regenerate your Confidential Compute Environment (CCE) policy with a minimum infrastructure fragment SVN of 4.</p>
<p>To do this:</p>
<p><strong>1. Update the Azure CLI confcom extension to version 1.2.8 or later:</strong></p>
<ul>
<li>
<pre><code>  	*az extension update --name confcomShow more lines*
</code></pre>
</li>
</ul>
<p>Alternatively, you can manually set the infrastructure SVN using:</p>
<ul>
<li>
<pre><code>  		*--infrastructure-svn 4*
</code></pre>
</li>
</ul>
<p><strong>2. Regenerate the CCE policy using either an ARM template or YAML file, depending on your deployment method.</strong></p>
<p><strong>3. Update any dependent key release policies, such as those using x-ms-sevsnpvm-hostdata claim checks in a Managed HSM (mHSM) key release policy.</strong></p>
<p><strong>4. Re-deploy your workload to apply the updated policy and configuration.</strong></p>
",Critical,4,8.2,7.1,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Elevation of Privilege,,,0,,,Unknown,{'Value': 'Microsoft Offensive Research &amp; Security Engineering'}; {'Value': 'Microsoft Offensive Research &amp; Security Engineering'},2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.908937
CVE-2025-59294,Windows Taskbar Live Preview Information Disclosure Vulnerability,,"<p><strong>According to the CVSS metric, user interaction is required (UI:R). What interaction would the user have to do?</strong></p>
<p>A user would need to physically access the device after the user has hovered over a taskbar preview and then locked the screen or put the device to sleep, potentially exposing the application window on the lock screen.</p>
",Important,3,2.1,1.9,CVSS:3.1/AV:P/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N/E:U/RL:O/RC:C,exploitation_unlikely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Unlikely,Information Disclosure,,,0,5066586; 5066782; 5066791; 5066793; 5066791; 5066835; 5066835; 5066793; 5066780; 5066837; 5066836,5065428; 5065432; 5065429; 5065431; 5065429; 5065426; 5065431; 5065425; 5065430; 5065427,Yes,{'Value': 'Ludwig'}; {'Value': 'Andrew Haigh with Aptean'}; {'Value': 'PeterAS17 with https://www.peteras17.me/'}; {'Value': 'Andrew Haigh with Aptean'}; {'Value': 'Anthony Juanelli'},2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.908959
CVE-2025-59295,Windows URL Parsing Remote Code Execution Vulnerability,,"<p><strong>The Security Updates table indicates that this vulnerability affects all supported versions of Microsoft Windows. Why are IE Cumulative updates listed for Windows Server 2008, Windows Server 2008 R2, Windows Server 2012, and Windows Server 2012 R2?</strong></p>
<p>While Microsoft has announced retirement of the Internet Explorer 11 application on certain platforms and the Microsoft Edge Legacy application is deprecated, the underlying MSHTML, EdgeHTML, and scripting platforms are still supported. The MSHTML platform is used by Internet Explorer mode in Microsoft Edge as well as other applications through WebBrowser control. The EdgeHTML platform is used by WebView and some UWP applications. The scripting platforms are used by MSHTML and EdgeHTML but can also be used by other legacy applications. Updates to address vulnerabilities in the MSHTML platform and scripting engine are included in the IE Cumulative Updates; EdgeHTML and Chakra changes are not applicable to those platforms.</p>
<p>To stay fully protected, we recommend that customers who install Security Only updates install the IE Cumulative updates for this vulnerability.</p>
",Important,3,8.8,7.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Remote Code Execution,,,0,5066835; 5066586; 5066782; 5066791; 5066793; 5066791; 5066835; 5066793; 5066780; 5066837; 5066836; 5066874; 5066877; 5066840; 5066872; 5066876; 5066875; 5066873,5065428; 5065432; 5065429; 5065431; 5065429; 5065426; 5065431; 5065425; 5065430; 5065427; 5065508; 5065435; 5065468; 5065509; 5065507,Yes,"{'Value': '<a href=""https://twitter.com/j00sean"">j00sean</a>'}; {'Value': '<a href=""https://x.com/h4urek"">h4urek</a>'}; {'Value': '<a href=""https://twitter.com/j00sean"">j00sean</a>'}",2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.908987
CVE-2025-59494,Azure Monitor Agent Elevation of Privilege Vulnerability,,"<p><strong>What privileges could be gained by an attacker who successfully exploited the vulnerability?</strong></p>
<p>A successful exploitation of this vulnerability allows a regular user on an Arc-enabled VM to read any file on the system with NT SYSTEM privileges.</p>
",Important,3,7.8,6.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,exploitation_less_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Less Likely,Elevation of Privilege,,,0,Release Notes,,Maybe,{'Value': 'Michal Kamensky with Microsoft'},2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.908994
CVE-2016-9535,MITRE CVE-2016-9535: LibTIFF Heap Buffer Overflow Vulnerability,,,Critical,4,4.0,4.0,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,exploitation_unlikely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation Unlikely,Remote Code Execution,,,0,5066586; 5066782; 5066791; 5066793; 5066791; 5066835; 5066835; 5066793; 5066780; 5066837; 5066836; 5066874; 5066877; 5066872; 5066876; 5066875; 5066873,5065428; 5065432; 5065429; 5065431; 5065429; 5065426; 5065431; 5065425; 5065430; 5065427; 5065508; 5065468; 5065509; 5065507,Yes,{'Value': 'Anonymous'},2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909024
CVE-2025-11460,Chromium: CVE-2025-11460 Use after free in Storage,,"<p><strong>What is the version information for this release?</strong></p>
<table>
<thead>
<tr>
<th>Microsoft Edge Version</th>
<th>Date Released</th>
<th>Based on Chromium Version</th>
</tr>
</thead>
<tbody>
<tr>
<td>141.0.3537.71</td>
<td>10/9/2025</td>
<td>141.0.7390.65/.66</td>
</tr>
</tbody>
</table>
",,0,0.0,0.0,,unknown,Unknown,,,,0,Release Notes,,No,,2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909030
CVE-2025-11458,Chromium: CVE-2025-11458 Heap buffer overflow in Sync,,"<p><strong>What is the version information for this release?</strong></p>
<table>
<thead>
<tr>
<th>Microsoft Edge Version</th>
<th>Date Released</th>
<th>Based on Chromium Version</th>
</tr>
</thead>
<tbody>
<tr>
<td>141.0.3537.71</td>
<td>10/9/2025</td>
<td>141.0.7390.65/.66</td>
</tr>
</tbody>
</table>
",,0,0.0,0.0,,unknown,Unknown,,,,0,Release Notes,,No,,2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909036
CVE-2025-59502,Remote Procedure Call Denial of Service Vulnerability,,,Moderate,2,7.5,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,exploitation_more_likely,Publicly Disclosed:No;Exploited:No;Latest Software Release:Exploitation More Likely,Denial of Service,,,0,5065428; 5065432; 5065306; 5065429; 5065431; 5065426; 5065474; 5065425,5063877; 5063880; 5063812; 5063709; 5063875; 5063878; 5064010; 5063899,Yes,"{'Value': '<a href=""https://www.linkedin.com/in/or-yair"">Or Yair</a> with <a href=""https://www.safebreach.com/"">SafeBreach</a>'}",2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909053
CVE-2025-12444,Chromium: CVE-2025-12444 Incorrect security UI in Fullscreen UI,,"<p><strong>Why is this Chrome CVE included in the Security Update Guide?</strong></p>
<p>The vulnerability assigned to this CVE is in Chromium Open Source Software (OSS) which is consumed by Microsoft Edge (Chromium-based). It is being documented in the Security Update Guide to announce that the latest version of Microsoft Edge (Chromium-based) is no longer vulnerable.</p>
<p><strong>How can I see the version of the browser?</strong></p>
<ol>
<li>In your Microsoft Edge browser, click on the 3 dots (...) on the very right-hand side of the window</li>
<li>Click on <strong>Help and Feedback</strong></li>
<li>Click on <strong>About Microsoft Edge</strong></li>
</ol>
",,0,0.0,0.0,,unknown,Unknown,,,,0,Release Notes,,No,,2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909058
CVE-2025-12447,Chromium: CVE-2025-12447 Incorrect security UI in Omnibox,,"<p><strong>Why is this Chrome CVE included in the Security Update Guide?</strong></p>
<p>The vulnerability assigned to this CVE is in Chromium Open Source Software (OSS) which is consumed by Microsoft Edge (Chromium-based). It is being documented in the Security Update Guide to announce that the latest version of Microsoft Edge (Chromium-based) is no longer vulnerable.</p>
<p><strong>How can I see the version of the browser?</strong></p>
<ol>
<li>In your Microsoft Edge browser, click on the 3 dots (...) on the very right-hand side of the window</li>
<li>Click on <strong>Help and Feedback</strong></li>
<li>Click on <strong>About Microsoft Edge</strong></li>
</ol>
",,0,0.0,0.0,,unknown,Unknown,,,,0,Release Notes,,No,,2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909065
CVE-2025-12446,Chromium: CVE-2025-12446 Incorrect security UI in SplitView,,"<p><strong>Why is this Chrome CVE included in the Security Update Guide?</strong></p>
<p>The vulnerability assigned to this CVE is in Chromium Open Source Software (OSS) which is consumed by Microsoft Edge (Chromium-based). It is being documented in the Security Update Guide to announce that the latest version of Microsoft Edge (Chromium-based) is no longer vulnerable.</p>
<p><strong>How can I see the version of the browser?</strong></p>
<ol>
<li>In your Microsoft Edge browser, click on the 3 dots (...) on the very right-hand side of the window</li>
<li>Click on <strong>Help and Feedback</strong></li>
<li>Click on <strong>About Microsoft Edge</strong></li>
</ol>
",,0,0.0,0.0,,unknown,Unknown,,,,0,Release Notes,,No,,2025-10-31T07:00:59,October 2025 Security Updates,2025-11-15T18:34:29.909071
